id,title,company_name,location_name,salary_min,salary_max,date_posted,country,redirect_url,seniority,extracted_at
5722544118,Data Engineer,ISG Personalmanagement GmbH,"Wien, Österreich",0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5722544118?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=1561761DC81E02ABC08BA8933225AF9925194A48,Mid-Level,2026-05-10T18:08:22.695273
5715951953,Lead Data Engineer (all genders),adesso Austria GmbH,Österreich,0.0,0.0,2026-05-01,AT,https://www.adzuna.at/land/ad/5715951953?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=5E4095D50F13C7888BF43B284D113EDC41AF375B,Senior,2026-05-10T18:08:22.695273
5715951952,Lead Data Engineer (all genders),adesso Austria GmbH,"Graz, Steiermark",0.0,0.0,2026-05-01,AT,https://www.adzuna.at/land/ad/5715951952?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=6EF7C1AF62E788EC91679C1D98DB571384DD5004,Senior,2026-05-10T18:08:22.695273
5715951970,Lead Data Engineer (all genders),adesso Austria GmbH,"Wien, Österreich",0.0,0.0,2026-05-01,AT,https://www.adzuna.at/land/ad/5715951970?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=50AC438FE14D360914A7AA1920BB00C3334A2D0C,Senior,2026-05-10T18:08:22.695273
5723067641,Data Engineer (gn*),TÜV AUSTRIA,Österreich,0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5723067641?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=35A21D8970804AE8669B687FDBFFC692E62D2EB7,Mid-Level,2026-05-10T18:08:22.695273
5718616666,Data Engineer - AWS (f/m/d),Siemens Personaldienstleistungen GmbH,"Wien, Österreich",0.0,0.0,2026-05-04,AT,https://www.adzuna.at/land/ad/5718616666?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=C0FF55DA7DD157F2FB5CE131B710DA994ABCBFC9,Mid-Level,2026-05-10T18:08:22.695273
5723069504,Master Data Engineer,Gebauer & Griller Kabelwerke GmbH,"Poysdorf, Mistelbach",0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5723069504?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=7322DBB8618BC66135FF772320D75A72D51D08FE,Mid-Level,2026-05-10T18:08:22.695273
5723069260,Data Engineer (Data Quality & Operations),Institut AllergoSan Pharma GmbH,"Graz, Steiermark",0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5723069260?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=04EE8778AE2E0492E4F7685EBADF2E57D479A16F,Mid-Level,2026-05-10T18:08:22.695273
5723048956,Data Engineer (m/w/x),Styria Digital Services GmbH,"Wien, Österreich",0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5723048956?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=A02B3B1ACC76D1CF64DEDDD520794661D8EF57DA,Mid-Level,2026-05-10T18:08:22.695273
5723052269,Data Engineer (m/w/d),KNAPP,"Hart bei Graz, Graz-Umgebung",0.0,0.0,2026-05-08,AT,https://www.adzuna.at/land/ad/5723052269?se=umL6drRM8RGet_aYIayg-g&utm_medium=api&utm_source=9fef4eac&v=E7A1E96B6339B312BFB4C9FD86F1C6291AFA574F,Mid-Level,2026-05-10T18:08:22.695273
5703683497,Data Engineer,Amaris Consulting,Brasil,0.0,0.0,2026-04-18,BR,https://www.adzuna.com.br/land/ad/5703683497?se=oPjpdLRM8RGnMap5hKkm1g&utm_medium=api&utm_source=9fef4eac&v=1D7432EE61682F82E80AD2B0CC6DA26A51C42728,Mid-Level,2026-05-10T18:08:22.695273
5716928677,Data Engineer,GeorgiaTEK Systems Inc.,Brasil,0.0,0.0,2026-05-02,BR,https://www.adzuna.com.br/land/ad/5716928677?se=oPjpdLRM8RGnMap5hKkm1g&utm_medium=api&utm_source=9fef4eac&v=0E7CA89756FA645767D3EBC3E711C769A694A17D,Mid-Level,2026-05-10T18:08:22.695273
