id,title,company_name,location_name,salary_min,salary_max,date_posted,country,redirect_url,seniority,extracted_at
5647448088,Data Engineer,Noir,"Newcastle Upon Tyne, Tyne & Wear",45000.0,80000.0,2026-02-27T18:24:41Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647448088?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=C1CAE287929834A15ED61A4EF5767B8CB1CA1314,Mid-Level,2026-03-09T16:13:37.350627
5647374091,Data Engineer,Young's Employment Services Ltd,"London, UK",60000.0,70000.0,2026-02-27T16:11:56Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647374091?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=41FE9773C3C54532D3718024944A2FEFCC5A8C66,Mid-Level,2026-03-09T16:13:37.350627
5647450252,Data Engineer,Sanderson,"London, UK",156000.0,169000.0,2026-02-27T18:25:38Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647450252?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=B4FC13834E78FCAB0F87DE7B37F2BB7FEE31FC13,Mid-Level,2026-03-09T16:13:37.350627
5647317374,Data Engineer,Harnham - Data & Analytics Recruitment,"Birmingham, West Midlands",40000.0,50000.0,2026-02-27T14:59:09Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647317374?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=B1C6DA08C02817292978C1029BE718712C03185D,Mid-Level,2026-03-09T16:13:37.350627
5655674941,Data Engineer,Spectrum IT Recruitment,"Basingstoke, Hampshire",55000.0,55000.0,2026-03-05T23:35:20Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5655674941?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=F560355B1ED94C28124A4F31A8E054C00E8ECD92,Mid-Level,2026-03-09T16:13:37.350627
5647316253,Data Engineer,Gleeson Recruitment Group,"Leicester, Leicestershire",35000.0,40000.0,2026-02-27T14:58:50Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647316253?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=41C1F144516F10A5647F77556DA3F47621A71C6D,Mid-Level,2026-03-09T16:13:37.350627
5647300127,Data Engineer,Randstad Technologies,"Manchester, Greater Manchester",124800.0,166400.0,2026-02-27T14:31:10Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647300127?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=C85BC71BDB39E3B279F4758D10C6BE4BFE5BE9C8,Mid-Level,2026-03-09T16:13:37.350627
5647292365,Data Engineer,True North Group,"London, UK",55000.0,65000.0,2026-02-27T14:28:01Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647292365?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=95982B317D8FCFBA10C7B7814801B4810D5A0EF2,Mid-Level,2026-03-09T16:13:37.350627
5647777455,Data Engineer,Artis Recruitment,"Bristol, South West England",50000.0,55000.0,2026-02-27T22:39:35Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647777455?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=9648A09AC794740583FA31B32892652E0FC3733B,Mid-Level,2026-03-09T16:13:37.350627
5647314122,Data Engineer,First Databank,"Exeter, Devon",45072.4,45072.4,2026-02-27T14:58:09Z,GB,https://www.adzuna.co.uk/jobs/land/ad/5647314122?se=YtTT4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=E9154EB0F03AC415C53F2F0FA4ADEA9CE87EE8E5,Mid-Level,2026-03-09T16:13:37.350627
5656861566,Data Engineer,Insight Global,"São Paulo, Estado de São Paulo",0.0,0.0,2026-03-06T20:16:41Z,BR,https://www.adzuna.com.br/land/ad/5656861566?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=4EC5151ADABFF961E6AC9C364350A17D1230EB8D,Mid-Level,2026-03-09T16:13:37.350627
5645699003,Data Engineer,Understanding Solutions,Brasil,0.0,0.0,2026-02-25T23:20:07Z,BR,https://www.adzuna.com.br/land/ad/5645699003?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=1F8ACEE02918EC3D87261E53F8DBB0B368EBDF5F,Mid-Level,2026-03-09T16:13:37.350627
5632687257,Data Engineer,RED Global,"São Paulo, Estado de São Paulo",0.0,0.0,2026-02-17T00:29:45Z,BR,https://www.adzuna.com.br/land/ad/5632687257?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=68C8151B6A967C87C768F274B641C284269B182F,Mid-Level,2026-03-09T16:13:37.350627
5659299549,Data Engineer,GeorgiaTEK Systems Inc.,Brasil,0.0,0.0,2026-03-09T06:07:44Z,BR,https://www.adzuna.com.br/land/ad/5659299549?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=DA85E98B4FDC3B45BAB69BF70FFC4DC19E4DC08F,Mid-Level,2026-03-09T16:13:37.350627
5648813024,Data Engineer,Insight Global,Brasil,0.0,0.0,2026-02-28T15:20:33Z,BR,https://www.adzuna.com.br/land/ad/5648813024?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=A4AF6C30D4AAF5B3E1EB61B95C95E9646B2526A6,Mid-Level,2026-03-09T16:13:37.350627
5659299207,Data Engineer,Tata Consultancy Services,"São Paulo, Estado de São Paulo",0.0,0.0,2026-03-09T06:05:56Z,BR,https://www.adzuna.com.br/land/ad/5659299207?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=C3BA556BEA5A59922324BAD690F14C51DE6B645C,Mid-Level,2026-03-09T16:13:37.350627
5632687404,Data Engineer,AVM Consulting Inc,"São Paulo, Estado de São Paulo",0.0,0.0,2026-02-17T00:30:25Z,BR,https://www.adzuna.com.br/land/ad/5632687404?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=F00AE60B246FE53EB342C718D81A7C0D0F8AB32E,Mid-Level,2026-03-09T16:13:37.350627
5645698997,Data Engineer,Ascendion,"São Paulo, Estado de São Paulo",0.0,0.0,2026-02-25T23:20:02Z,BR,https://www.adzuna.com.br/land/ad/5645698997?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=48F58F7970C08A7F78009FC1D37CE9EDBA4B6253,Mid-Level,2026-03-09T16:13:37.350627
5654646137,Data Engineer,HCLTech,"São Paulo, Estado de São Paulo",0.0,0.0,2026-03-05T01:44:17Z,BR,https://www.adzuna.com.br/land/ad/5654646137?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=8B2346434F13CC3D996ACA810563E9C771F4F30B,Mid-Level,2026-03-09T16:13:37.350627
5645699000,Data Engineer,Andela,Brasil,0.0,0.0,2026-02-25T23:20:05Z,BR,https://www.adzuna.com.br/land/ad/5645699000?se=bKwu4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=A276979F123EB0D7B22E308523CD6A380D391B0C,Mid-Level,2026-03-09T16:13:37.350627
5644892983,Data Engineer,"Levi, Ray & Shoup","Schiller Park, Cook County",205589.92,205589.92,2026-02-25T10:47:01Z,US,https://www.adzuna.com/details/5644892983?utm_medium=api&utm_source=9fef4eac,Mid-Level,2026-03-09T16:13:37.350627
5658433843,Data Engineer,JCSI,"Independence, Montgomery County",93876.8,93876.8,2026-03-08T04:03:32Z,US,https://www.adzuna.com/land/ad/5658433843?se=eo2K4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=C2CD798A73A33D5782E2F9362D900C32427CEA65,Mid-Level,2026-03-09T16:13:37.350627
5658581466,Data Engineer,ETHIRE LLC,"Charlotte, Mecklenburg County",110864.72,110864.72,2026-03-08T11:54:08Z,US,https://www.adzuna.com/land/ad/5658581466?se=eo2K4dIb8RGqXqkoD7U3QA&utm_medium=api&utm_source=9fef4eac&v=D9201D40966E4BB2203CE2B903CF976DE30855CB,Mid-Level,2026-03-09T16:13:37.350627
5637959883,"Director, Data Engineering",Skrill,"Jacksonville, Duval County",236727.12,236727.12,2026-02-20T10:30:12Z,US,https://www.adzuna.com/details/5637959883?utm_medium=api&utm_source=9fef4eac,Mid-Level,2026-03-09T16:13:37.350627
