id,title,company_name,location_name,salary_min,salary_max,date_posted,country,redirect_url,seniority,extracted_at
5639223712,Data Engineer & Data Modeller,Baumit GmbH,"Wiener Neustadt, Niederösterreich",0.0,0.0,2026-02-21T05:12:14Z,AT,https://www.adzuna.at/land/ad/5639223712?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=881741BA2BEF053C5FD3BCB8878E526C9BE72869,Mid-Level,2026-02-25T12:26:19.809164
5639223709,Data Engineer & Data Modeller,Baumit GmbH,Österreich,0.0,0.0,2026-02-21T05:12:14Z,AT,https://www.adzuna.at/land/ad/5639223709?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=52CF1E9088539E9BC764EA60EB59AA0B21927F4E,Mid-Level,2026-02-25T12:26:19.809164
5632687653,Data Engineer:in (all genders),Energie AG Oberösterreich,"Linz, Oberösterreich",0.0,0.0,2026-02-17T04:31:44Z,AT,https://www.adzuna.at/land/ad/5632687653?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=49AEF8A17A1E09B97E8B430FE5BE87F04719DCEF,Mid-Level,2026-02-25T12:26:19.809164
5640846849,Node.js Data Engineer (w/m/d),talentbird GmbH,"Wien, Österreich",0.0,0.0,2026-02-22T05:09:39Z,AT,https://www.adzuna.at/land/ad/5640846849?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=1B1CA424E4FF875FC69E7ACD24ACE3833C6F9399,Mid-Level,2026-02-25T12:26:19.809164
5640847725,Data Engineer - Focus Apache Flink (m/f/x),ADMIRAL Technologies,"Wien, Österreich",0.0,0.0,2026-02-22T05:10:03Z,AT,https://www.adzuna.at/land/ad/5640847725?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=D56BE95F8032C33B1AFC68E3629B41B9A6D2DCE6,Mid-Level,2026-02-25T12:26:19.809164
5544312673,Data Engineer:in (all genders),Energie AG Oberösterreich,"Linz, Oberösterreich",0.0,0.0,2025-12-16T18:36:37Z,AT,https://www.adzuna.at/land/ad/5544312673?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=76A295D455304DE49908FC593872A2AD04EB3122,Mid-Level,2026-02-25T12:26:19.809164
5593534647,Data Engineer & Data Modeller (m/w/d),Baumit GmbH,Österreich,0.0,0.0,2026-01-21T04:49:59Z,AT,https://www.adzuna.at/land/ad/5593534647?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=0C49FF6A2C2814B3BA844BFD97CB2032EAF9DA34,Mid-Level,2026-02-25T12:26:19.809164
5564607250,Senior Data Engineer,Red Bull,"Elsbethen, Salzburg-Umgebung",0.0,0.0,2026-01-02T16:26:20Z,AT,https://www.adzuna.at/land/ad/5564607250?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=4DC9EB7572040486D9DCE7B717CEA8CC67C4D580,Senior,2026-02-25T12:26:19.809164
5642118134,Energy Data Engineer (w/m/d),Raiffeisen Niederösterreich-Wien,"Stegersbach, Güssing",0.0,0.0,2026-02-23T08:13:48Z,AT,https://www.adzuna.at/land/ad/5642118134?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=5F6363F30536720A450B6D8079C8777970827796,Mid-Level,2026-02-25T12:26:19.809164
5597244900,Data Engineer (w/m/d),KERN engineering careers GmbH,"Graz, Steiermark",0.0,0.0,2026-01-23T17:01:59Z,AT,https://www.adzuna.at/land/ad/5597244900?se=HpclzJ8R8RGJFtLi8hVm8A&utm_medium=api&utm_source=9fef4eac&v=2612B48FF5C90E5839CC05261F569725C1C8ED5E,Mid-Level,2026-02-25T12:26:19.809164
5639223709,Data Engineer & Data Modeller,Baumit GmbH,Österreich,0.0,0.0,2026-02-21T05:12:14Z,AT,https://www.adzuna.at/land/ad/5639223709?se=fnPyxkUS8RGnsNt1ZWb1QQ&utm_medium=api&utm_source=9fef4eac&v=52CF1E9088539E9BC764EA60EB59AA0B21927F4E,Mid-Level,2026-02-25T12:26:19.809164
